Group,Alpha,Lambda,FairnessType,Predictor mean,Decision Regret mean,Decision Regret std,loss,loss_std,Fairness Penalty mean,Fairness Penalty std,G0 MSE mean,G0 MSE std,G0 Decision Obj mean,G0 Decision Obj std,G0 True Benefit mean,G0 True Benefit std,G1 MSE mean,G1 MSE std,G1 Decision Obj mean,G1 Decision Obj std,G1 True Benefit mean,G1 True Benefit std
True,0.5,5.0,atkinson,LinearRegressionModel,0.12781872848669687,0.0006025328500335799,1893.4606477574368,25.68236715214543,0.005671218154036188,0.001353411030017464,342.95968956872275,15.825189234428647,9767.343712190423,30.653873407934682,12.213636814265035,0.29027373393351086,525.5614870647473,10.808214810888188,3152.3013975953722,146.90396598029372,16.5811337273683,0.5128104841759318
True,2.0,0.0,atkinson,LinearRegressionModel,0.11165000249942143,0.011921844760246797,0.0020722722013791404,0.000244763435132939,0.005455461516104061,0.0015023167952476298,342.2778575635723,15.495607066391974,-676.3911452242824,10.571533902980828,12.213636814265035,0.29027373393351086,519.9225046196339,13.998242705962756,-66.7467644574689,1.5103927946553417,16.5811337273683,0.5128104841759318
True,2.0,1.0,atkinson,LinearRegressionModel,0.11450277268886566,0.01157585579564003,0.006764737318041096,0.0010471531083692082,0.004639852220895062,0.001282491027643858,340.9104198762589,19.56476761017001,-675.3528628716552,4.127054305989557,12.213636814265035,0.29027373393351086,500.93541460469186,26.216976734203424,-67.02501584824438,1.4823045626108278,16.5811337273683,0.5128104841759318
True,2.0,5.0,atkinson,LinearRegressionModel,0.11450216174125671,0.011576662466028679,0.025323983736964317,0.006176917280989633,0.004639821963137836,0.0012824957633353604,340.9101798260031,19.564933821544525,-675.3529528284454,4.12707083774523,12.213636814265035,0.29027373393351086,500.9343916847072,26.217970212230224,-67.02494789289041,1.4823369565146454,16.5811337273683,0.5128104841759318
True,0.5,0.0,mad,LinearRegressionModel,0.12781872848669687,0.0006025328500335799,1893.4322916666667,25.68500575784976,91.30547943513697,8.158155586529976,342.95968956872275,15.825189234428647,9767.343712190423,30.653873407934682,12.213636814265035,0.29027373393351086,525.5614870647473,10.808214810888188,3152.3013975953722,146.90396598029372,16.5811337273683,0.5128104841759318
True,0.5,0.05,mad,LinearRegressionModel,0.12781872848669687,0.0006025328500335799,1897.9975656384233,25.564700723284496,91.30547943513697,8.158155586529976,342.95968956872275,15.825189234428647,9767.343712190423,30.653873407934682,12.213636814265035,0.29027373393351086,525.5614870647473,10.808214810888188,3152.3013975953722,146.90396598029372,16.5811337273683,0.5128104841759318
True,0.5,0.5,mad,LinearRegressionModel,0.12781872848669687,0.0006025328500335799,1939.085031384235,24.75961493568156,91.30547943513697,8.158155586529976,342.95968956872275,15.825189234428647,9767.343712190423,30.653873407934682,12.213636814265035,0.29027373393351086,525.5614870647473,10.808214810888188,3152.3013975953722,146.90396598029372,16.5811337273683,0.5128104841759318
True,2.0,0.0,mad,LinearRegressionModel,0.11165000249942143,0.011921844760246797,0.0020722722013791404,0.000244763435132939,88.92187587943624,9.979290654725707,342.2778575635723,15.495607066391974,-676.3911452242824,10.571533902980828,12.213636814265035,0.29027373393351086,519.9225046196339,13.998242705962756,-66.7467644574689,1.5103927946553417,16.5811337273683,0.5128104841759318
True,2.0,0.05,mad,LinearRegressionModel,0.11289547632137935,0.011482828790181513,3.8581860487595585,0.5571854134778632,77.121825466425,11.148097868556976,334.84805834079714,18.296673660566142,-668.4685918801523,6.113193901443021,12.213636814265035,0.29027373393351086,487.3788500088851,25.271554348776395,-66.96429676352956,1.568557801215855,16.5811337273683,0.5128104841759318
True,2.0,0.5,mad,LinearRegressionModel,0.11289550860722859,0.011482858802863129,38.56300690384207,5.573829416432904,77.12182425556576,11.148097803296169,334.84805640972786,18.296673439545444,-668.4685973827463,6.113192618453999,12.213636814265035,0.29027373393351086,487.3788461772715,25.27155352398594,-66.96429743874234,1.5685582210895914,16.5811337273683,0.5128104841759318
