,Group,Grad Method,Alpha,Lambda,Fairness,Decision Regret mean,Decision Regret std,Prediction MSE mean,Prediction MSE std,Prediction Fairness mean,Prediction Fairness std,Training Time mean,Training Time std,G0 MSE,G0_mse_std,G1 MSE,G1_mse_std,G0 Fairness,G0_fairness_std,G1 Fairness,G1_fairness_std,G0 Objective,G0_objective_std,G1 Objective,G1_objective_std
0,True,closed-form,0.5,0.0,atkinson,0.018903411899476565,0.0011922384857774634,207.93384552001953,12.744331359863281,0.0013431906700134277,0.00016707181930541992,7.7044901847839355,0.09927940368652344,202.07669067382812,12.00799560546875,251.21397399902344,18.185287475585938,0.6328441202640533,0.0028294622898101807,0.5262319445610046,0.0011861920356750488,13.293581,0.14775944,67.902435,0.43780136
1,True,closed-form,0.5,1.0,atkinson,0.017954007771249135,0.0003064055276426631,215.56027221679688,0.82977294921875,0.0016051232814788818,0.00015738606452941895,7.703937292098999,0.865105390548706,208.92081451416016,1.1444168090820312,264.6210632324219,1.4951171875,0.6320942342281342,9.629130363464355e-05,0.528276264667511,0.0007262825965881348,13.202016,0.00042915344,67.44772,0.33193588
2,True,closed-form,0.5,5.0,atkinson,0.0180261679621009,0.00019564013641823995,221.32357788085938,1.218902587890625,0.0016391873359680176,0.00010633468627929688,9.505583643913269,0.17321479320526123,214.4270782470703,1.4148406982421875,272.2835693359375,0.22900390625,0.632889449596405,0.0007700324058532715,0.528198778629303,0.0017151236534118652,12.9358425,0.043610573,66.389725,0.102710724
3,True,closed-form,2.0,0.0,atkinson,0.03578336049403047,0.0005047220530047004,119.3415756225586,2.8384246826171875,0.006526321172714233,0.0001131594181060791,10.26944088935852,0.0482325553894043,111.59981918334961,2.7268104553222656,176.5475311279297,3.6632232666015625,0.6148427128791809,0.0014936327934265137,0.5315396785736084,0.00021159648895263672,5.4572206,0.011200905,6.6732283,0.027719736
4,True,closed-form,2.0,1.0,atkinson,0.0356865405329994,0.0005361321164774717,118.60676956176758,3.172191619873047,0.006317585706710815,0.00016227364540100098,10.510507822036743,0.05186915397644043,111.04807662963867,3.0748329162597656,174.45995330810547,3.8916702270507812,0.6132009923458099,0.002226918935775757,0.5299824178218842,0.0010069310665130615,5.455593,0.015552759,6.657213,0.02068448
5,True,closed-form,2.0,5.0,atkinson,0.035760954369250586,0.00015506520284347403,119.37282180786133,3.6751441955566406,0.00626295804977417,9.489059448242188e-05,10.730856895446777,0.049170732498168945,111.79581832885742,3.379955291748047,175.361328125,5.856353759765625,0.6144072413444519,0.003036677837371826,0.5293985307216644,0.0021064579486846924,5.4559107,0.012561321,6.6697016,0.035797596
6,True,closed-form,0.5,0.0,mad,0.018903411899476565,0.0011922384857774634,207.93384552001953,12.744331359863281,24.568641662597656,3.0886459350585938,7.6494704484939575,0.09857666492462158,202.07669067382812,12.00799560546875,251.21397399902344,18.185287475585938,277.90089416503906,17.260055541992188,306.8447723388672,22.356216430664062,13.293581,0.14775944,67.902435,0.43780136
7,True,closed-form,0.5,0.05,mad,0.07348884951778341,0.0014526363203336834,218.23680877685547,9.493659973144531,30.58646011352539,4.027462005615234,3.1456326246261597,0.18915855884552002,210.94501495361328,10.453834533691406,272.11793518066406,2.3989105224609375,295.5924987792969,15.122772216796875,344.4065856933594,7.969696044921875,9.9616375,0.03403759,54.085037,0.70700645
8,True,closed-form,0.5,0.5,mad,0.07634379333873842,0.0013192391002471923,220.47412109375,9.30059814453125,31.99480438232422,4.449798583984375,3.272103190422058,0.06485235691070557,212.8465576171875,10.361434936523438,276.83616638183594,1.4618377685546875,298.0572967529297,14.980392456054688,348.93048095703125,7.5723876953125,9.949549,0.022900105,53.965767,0.6582489
9,True,closed-form,2.0,0.0,mad,0.03578336049403047,0.0005047220530047004,119.3415756225586,2.8384246826171875,32.47385597229004,0.46820640563964844,10.187231540679932,0.02134251594543457,111.59981918334961,2.7268104553222656,176.5475311279297,3.6632232666015625,150.82649993896484,4.136863708496094,211.60113525390625,4.2312164306640625,5.4572206,0.011200905,6.6732283,0.027719736
