Group,Alpha,Lambda,Fairness,regret,mse,fairness,training_time,G0_decision_obj,G0_decision_obj_std,G0_mse,G0_mse_std,G1_decision_obj,G1_decision_obj_std,G1_mse,G1_mse_std,fairness_std,mse_std,regret_std,training_time_std
False,1.5,0.0,atkinson,0.06366070858932486,307.8660888671875,0.66349083,1.2268176078796387,1.5002384185791016,0.0038408059531038004,293.4136962890625,0.7940093726652461,2.033257087071737,0.013445405769091126,419.74574788411456,3.887009796377527,0.0006060608,1.1422262068233344,0.0004153454236245623,0.07503503058301783
False,2.0,0.0,atkinson,0.3700874451785649,307.8660888671875,0.66349083,1.385930061340332,1.374063769976298,0.004172540968277584,293.4136962890625,0.7940093726652461,1.8005695343017578,0.016398254388092302,419.74574788411456,3.887009796377527,0.0006060608,1.1422262068233344,0.0023193961759685553,0.024386857969524552
False,0.5,1.0,atkinson,0.15836691205662087,307.86658732096356,0.6634907,1.427890380223592,2.8322054545084634,0.036491838768282554,293.4142252604167,0.7939087531001042,4.286306540171306,0.06346825609981827,419.746337890625,3.886747245428526,0.00060624414,1.1421007972479427,0.001810535579616824,0.05554710915973934
False,0.8,1.0,atkinson,0.007933862111646072,307.86658732096356,0.6634907,1.3322168191274006,1.977003773053487,0.006398170320402978,293.4142252604167,0.7939087531001042,2.9624392986297607,0.01599212918453079,419.746337890625,3.886747245428526,0.00060624414,1.1421007972479427,5.891408829412792e-05,0.051008322638232566
False,1.5,1.0,atkinson,0.06366092183758065,307.86658732096356,0.6634907,1.4386976559956868,1.5002391735712688,0.0038407534456930625,293.4142252604167,0.7939087531001042,2.033256451288859,0.013446345909411302,419.746337890625,3.886747245428526,0.00060624414,1.1421007972479427,0.0004152140221661486,0.05563569267693292
False,2.0,1.0,atkinson,0.37008855312426236,307.86658732096356,0.6634907,1.4074735641479492,1.3740647236506145,0.0041725098300350845,293.4142252604167,0.7939087531001042,1.80056893825531,0.016399951062874056,419.746337890625,3.886747245428526,0.00060624414,1.1421007972479427,0.0023183061238565674,0.054512945263708874
False,0.5,10.0,atkinson,0.15836619499660137,307.8663736979167,0.6634867,1.4087944030761719,2.832259734471639,0.036524358158291116,293.41272989908856,0.8011668882943788,4.286201477050781,0.06340375066498069,419.7558186848958,3.881158130604335,0.000607249,1.1483261186120657,0.0018160854425243386,0.04669943360013421
False,0.8,10.0,atkinson,0.007933862111646072,307.8663736979167,0.6634867,1.2090282440185547,1.9770034551620483,0.006402052515970411,293.41272989908856,0.8011668882943788,2.962418556213379,0.015970650477159544,419.7558186848958,3.881158130604335,0.000607249,1.1483261186120657,5.913897230339879e-05,0.0538521951060582
False,1.5,10.0,atkinson,0.06366041537297312,307.8663736979167,0.6634867,1.2507568995157878,1.500245173772176,0.0038404321856433366,293.41272989908856,0.8011668882943788,2.0332791010538735,0.01342386971257195,419.7558186848958,3.881158130604335,0.000607249,1.1483261186120657,0.0004172957730739922,0.03228677682747221
False,2.0,10.0,atkinson,0.37008950824986364,307.8663736979167,0.6634867,1.2147351106007893,1.3740737438201904,0.004169635627936643,293.41272989908856,0.8011668882943788,1.8005998531977336,0.016371544535606755,419.7558186848958,3.881158130604335,0.000607249,1.1483261186120657,0.0023245122321082293,0.03880192670295351
