Group,Grad Method,Alpha,Lambda,Fairness,G0_decision_obj,G0_decision_obj_std,G0_mse,G0_mse_std,G0_true_benefit,G0_true_benefit_std,G1_decision_obj,G1_decision_obj_std,G1_mse,G1_mse_std,G1_true_benefit,G1_true_benefit_std,fairness,fairness_std,mse,mse_std,regret,regret_std,training_time,training_time_std
True,closed-form,0.5,0.0,mad,42.885601846283365,0.3810660874484703,328.5613098144531,0.647247314453125,11.959665298461914,0.0,326.1791035057324,3.36422311161823,473.3565979003906,0.620758056640625,16.267719268798828,0.0,72.39764404296875,0.01324462890625,345.8208923339844,0.64410400390625,0.03381601547922353,0.00039429355045250344,274.6215463876724,13.972835898399353
True,closed-form,0.8,0.0,mad,19.420700168154333,0.000598374372311028,335.58062744140625,0.11053466796875,11.959665298461914,0.0,162.44009436440774,0.022816015804082213,493.0234680175781,0.1668701171875,16.267719268798828,0.0,78.72142028808594,0.028167724609375,354.34783935546875,0.11724853515625,0.0006509502487117669,1.2484245659590215e-06,264.7721620798111,0.5806862115859985
True,closed-form,1.5,0.0,mad,16.792011526171287,0.002661256413411195,321.0089569091797,0.0648956298828125,11.959665298461914,0.0,55.17533255824643,0.06719539344807401,481.8168029785156,0.0908203125,16.267719268798828,0.0,80.40392303466797,0.07785797119140625,340.1772155761719,0.04632568359375,0.0038857257994422177,6.873541468733601e-05,274.79759895801544,9.43276584148407
True,closed-form,2.0,0.0,mad,16.595218227116707,0.012964442238423857,321.2119445800781,0.9703369140625,11.959665298461914,0.0,21.607846179608664,0.029734848140972048,479.42848205566406,1.4894561767578125,16.267719268798828,0.0,79.10826873779297,0.25955963134765625,340.07135009765625,1.032196044921875,0.05459459166113802,0.002241652551766768,294.2978734970093,3.5094234943389893
True,closed-form,0.5,1.0,mad,37.017496885523016,0.3396978246924398,252.93798065185547,0.09752655029296875,11.959665298461914,0.0,254.40552103953118,1.5529825726257513,320.9912109375,0.96673583984375,16.267719268798828,0.0,34.026615142822266,0.4346046447753906,261.0498962402344,0.201141357421875,0.10294476595626535,0.001905441633828206,331.20919585227966,43.209460496902466
True,closed-form,0.8,1.0,mad,20.02444231661852,0.03283869020891572,253.1223602294922,0.20343017578125,11.959665298461914,0.0,166.44147351571974,0.46925847515475994,321.10231018066406,0.8347930908203125,16.267719268798828,0.0,33.98997497558594,0.31568145751953125,261.22557067871094,0.2787017822265625,0.0020464823637840876,6.298388819519726e-05,387.47863483428955,19.51937484741211
True,closed-form,1.5,1.0,mad,18.16503704180139,0.018043823408250503,240.23739624023438,0.91387939453125,11.959665298461914,0.0,60.67298244448683,0.03667185600458822,304.411376953125,1.96881103515625,16.267719268798828,0.0,32.08699035644531,0.5274658203125,247.8869400024414,1.0396347045898438,0.026124783332634405,0.0003963999099584111,394.9320161342621,45.03053069114685
True,closed-form,2.0,1.0,mad,17.42793411113093,0.028964182322152254,231.50396728515625,0.9361572265625,11.959665298461914,0.0,22.8618630067578,1.979073866593362,284.15380859375,0.693206787109375,16.267719268798828,0.0,26.324920654296875,0.1214752197265625,237.7798309326172,0.9072265625,0.12968954687649614,0.004618390777959794,259.51627790927887,1.5443311929702759
True,closed-form,0.5,1.0,atkinson,42.36965512197088,0.037111326088400176,318.5926818847656,0.668487548828125,11.959665298461914,0.0,328.4025649669701,2.1836626791788945,445.83978271484375,0.117889404296875,16.267719268798828,0.0,0.0033549964427948,5.009770393371582e-05,333.76051330566406,0.5747528076171875,0.036725768604499456,0.00028421592867064124,257.18271362781525,0.11703503131866455
True,closed-form,0.8,1.0,atkinson,19.545886005354575,0.008995951241017153,284.66558837890625,0.99853515625,11.959665298461914,0.0,166.6877513000235,0.19421290871957808,359.92564392089844,1.6555023193359375,16.267719268798828,0.0,0.001576244831085205,1.531839370727539e-05,293.63658142089844,1.0768585205078125,0.0012357747943788904,9.060986461929908e-06,258.3284342288971,0.11720705032348633
True,closed-form,1.5,1.0,atkinson,16.794572748267164,0.002382261091435467,320.9520568847656,0.09857177734375,11.959665298461914,0.0,55.169916454682465,0.06852296221522636,481.43731689453125,0.031005859375,16.267719268798828,0.0,0.00500527024269104,9.745359420776367e-06,340.0819091796875,0.0831298828125,0.0038859400429306305,6.569824875632077e-05,258.4941676855087,0.4401940107345581
True,closed-form,2.0,1.0,atkinson,16.595815119195603,0.012454686806133708,321.2137756347656,0.97479248046875,11.959665298461914,0.0,21.608446874746384,0.029068139038917806,479.40185546875,1.489044189453125,16.267719268798828,0.0,0.004872769117355347,1.8775463104248047e-06,340.06980895996094,1.0361175537109375,0.05459308200221377,0.0022456704516967026,261.8513911962509,1.1857928037643433
True,finite-diff,0.5,0.0,mad,45.69619134796918,0.3393623601109539,316.9308319091797,1.1301422119140625,11.959665298461914,0.0,262.8155208476193,2.448008871098864,480.00408935546875,1.2835693359375,16.267719268798828,0.0,81.53662872314453,0.07671356201171875,336.3691711425781,1.1484375,0.009046327722373697,4.678448137722391e-05,82.23010611534119,0.0017287731170654297
True,finite-diff,0.8,0.0,mad,21.09472381306684,0.013951882825033124,320.7893981933594,7.526611328125,11.959665298461914,0.0,171.83651302905866,0.008226431978712867,480.8821258544922,10.298019409179688,16.267719268798828,0.0,80.0463638305664,1.3857040405273438,339.8724822998047,7.8569793701171875,0.00019121011419847065,1.626170240817714e-06,142.15750741958618,0.07404398918151855
