Group,Alpha,Lambda,Fairness,regret,mse,fairness,training_time,G0_decision_obj,G0_decision_obj_std,G0_mse,G0_mse_std,G1_decision_obj,G1_decision_obj_std,G1_mse,G1_mse_std,fairness_std,mse_std,regret_std,training_time_std
True,0.5,0.0,mad,0.1075075011433071,230.54383341471353,36.511368,1.3929099241892497,2.8757527778363237,0.03364146201083765,222.19002278645834,4.547955664258575,13.354517386846048,0.09598080172421881,295.21275838216144,7.600663173917062,1.6454302,4.8815322497350975,0.001929269027173878,0.03320271740253751
True,0.8,0.0,mad,0.001958243360691382,230.54383341471353,36.511368,1.412392298380534,1.3954740779834218,0.0035734056613157786,222.19002278645834,4.547955664258575,10.761309733571379,0.006733337336156425,295.21275838216144,7.600663173917062,1.6454302,4.8815322497350975,5.520097355292628e-05,0.03266082696553491
True,1.5,0.0,mad,0.03654851629716863,230.54383341471353,36.511368,1.403217871983846,1.257513833433943,0.0022680489264651714,222.19002278645834,4.547955664258575,3.932597943834377,0.003904771366018764,295.21275838216144,7.600663173917062,1.6454302,4.8815322497350975,0.0010315076681033247,0.03763885644648824
True,2.0,0.0,mad,0.4833745112838681,230.54383341471353,36.511368,1.3787440458933513,1.3041390711873433,0.003359267346550943,222.19002278645834,4.547955664258575,1.632623471255518,0.006402598660356638,295.21275838216144,7.600663173917062,1.6454302,4.8815322497350975,0.019192621452126978,0.042118868434853685
True,0.5,1.0,mad,0.10168880687881289,234.68277994791666,38.497906,1.3818366527557373,2.851126118756247,0.026216810144107296,225.87446085611978,4.945895821769426,13.352389684710909,0.19497226102230578,302.8702697753906,7.697791350443298,1.4424781,5.253493681210189,0.0027323828576907884,0.05104101768301636
True,0.8,1.0,mad,0.0018384196699675788,234.68277994791666,38.497906,1.401163101196289,1.3920296835673935,0.003418784698518676,225.87446085611978,4.945895821769426,10.752059435108977,0.017944912450450778,302.8702697753906,7.697791350443298,1.4424781,5.253493681210189,6.769745295421645e-05,0.0484965783659132
True,1.5,1.0,mad,0.034439887470141574,234.68277994791666,38.497906,1.3835030396779378,1.258448088228547,0.002509405215114123,225.87446085611978,4.945895821769426,3.929593235390635,0.005759076607442121,302.8702697753906,7.697791350443298,1.4424781,5.253493681210189,0.0012477147322137337,0.048948242466746124
True,2.0,1.0,mad,0.4460547886838182,234.68277994791666,38.497906,1.3954225381215413,1.304513394204404,0.0036626611432207905,225.87446085611978,4.945895821769426,1.6290395960901956,0.0031342325822816754,302.8702697753906,7.697791350443298,1.4424781,5.253493681210189,0.022693040825313756,0.0625118436521595
True,0.5,0.01,mad,0.10749697730892727,230.54816691080728,36.51202,1.422274112701416,2.875832021563481,0.033552484778376974,222.19421895345053,4.54874933218667,13.354996608735275,0.09683136094026944,295.21826171875,7.60121405097893,1.6452038,4.882311147642077,0.001945541173030248,0.08319390014160165
True,0.8,0.01,mad,0.0019579478263057025,230.54816691080728,36.51202,1.3724033832550049,1.3954783094714331,0.003570245680613075,222.19421895345053,4.54874933218667,10.761407130511445,0.006808350990292938,295.21826171875,7.60121405097893,1.6452038,4.882311147642077,5.561467877605244e-05,0.054731967022592254
True,1.5,0.01,mad,0.03654281214229919,230.54816691080728,36.51202,1.4014472166697185,1.2575101270111364,0.0022689027811224113,222.19421895345053,4.54874933218667,3.9325443127994943,0.0038656033626771748,295.21826171875,7.60121405097893,1.6452038,4.882311147642077,0.0010397666357382337,0.029775198275257923
True,2.0,0.01,mad,0.4832800386621315,230.54816691080728,36.51202,1.3987863858540852,1.3041317535939585,0.00336098867819705,222.19421895345053,4.54874933218667,1.6325700972230612,0.00638171044181282,295.21826171875,7.60121405097893,1.6452038,4.882311147642077,0.01934134737004316,0.03714693806602667
True,0.5,0.0,atkinson,0.1075075011433071,230.54383341471353,0.0022756855,1.3616235256195068,2.8757527778363237,0.03364146201083765,222.19002278645834,4.547955664258575,13.354517386846048,0.09598080172421881,295.21275838216144,7.600663173917062,0.00012134772,4.8815322497350975,0.001929269027173878,0.048588230061025334
True,0.8,0.0,atkinson,0.001958243360691382,230.54383341471353,0.0022756855,1.3918725649515789,1.3954740779834218,0.0035734056613157786,222.19002278645834,4.547955664258575,10.761309733571379,0.006733337336156425,295.21275838216144,7.600663173917062,0.00012134772,4.8815322497350975,5.520097355292628e-05,0.05702574652999483
True,1.5,0.0,atkinson,0.03654851629716863,230.54383341471353,0.0022756855,1.3919941584269206,1.257513833433943,0.0022680489264651714,222.19002278645834,4.547955664258575,3.932597943834377,0.003904771366018764,295.21275838216144,7.600663173917062,0.00012134772,4.8815322497350975,0.0010315076681033247,0.05794345936382031
True,2.0,0.0,atkinson,0.4833745112838681,230.54383341471353,0.0022756855,1.3782365322113037,1.3041390711873433,0.003359267346550943,222.19002278645834,4.547955664258575,1.632623471255518,0.006402598660356638,295.21275838216144,7.600663173917062,0.00012134772,4.8815322497350975,0.019192621452126978,0.06473981297174083
